"Protein names","unique_genes","unique_organisms","Measure","Value"
"Small ubiquitin-related modifier 1 (AtSUMO1) (Ubiquitin-like protein SMT3)","SUMO1 SMT3 SUM1 At4g26840 F10M23.180","Arabidopsis thaliana (Mouse-ear cress)","mean_length",100
"Small ubiquitin-related modifier 1 (AtSUMO1) (Ubiquitin-like protein SMT3)","SUMO1 SMT3 SUM1 At4g26840 F10M23.180","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",10976
"Small ubiquitin-related modifier 3 (AtSUMO3)","SUMO3 SUM3 At5g55170 MCO15.12","Arabidopsis thaliana (Mouse-ear cress)","mean_length",111
"Small ubiquitin-related modifier 3 (AtSUMO3)","SUMO3 SUM3 At5g55170 MCO15.12","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",12580
"Sodium channel protein type 2 subunit alpha (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)","Scn2a Scn2a1","Rattus norvegicus (Rat)","mean_length",2005
"Sodium channel protein type 2 subunit alpha (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2)","Scn2a Scn2a1","Rattus norvegicus (Rat)","mean_mass",227874
"Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Protein SALT OVERLY SENSITIVE 1)","NHX7 SOS1 At2g01980 F14H20.5","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1146
"Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Protein SALT OVERLY SENSITIVE 1)","NHX7 SOS1 At2g01980 F14H20.5","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",127188
"Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2)","SLC12A2 NKCC1","Homo sapiens (Human)","mean_length",1212
"Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2)","SLC12A2 NKCC1","Homo sapiens (Human)","mean_mass",131447
"Somatic embryogenesis receptor kinase 1 (AtSERK1) (EC 2.7.10.1) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 1)","SERK1 At1g71830 F14O23.21 F14O23_24","Arabidopsis thaliana (Mouse-ear cress)","mean_length",625
"Somatic embryogenesis receptor kinase 1 (AtSERK1) (EC 2.7.10.1) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 1)","SERK1 At1g71830 F14O23.21 F14O23_24","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",69022
"Somatic embryogenesis receptor kinase 2 (AtSERK2) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 2)","SERK2 At1g34210 F23M19.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",628
"Somatic embryogenesis receptor kinase 2 (AtSERK2) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 2)","SERK2 At1g34210 F23M19.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",69403
"Somatic embryogenesis receptor kinase 4 (AtSERK4) (EC 2.7.10.1) (EC 2.7.11.1) (Protein BAK1-like 1) (AtBKK1) (Somatic embryogenesis receptor-like kinase 2)","SERK4 BKK1 At2g13790 F13J11.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",620
"Somatic embryogenesis receptor kinase 4 (AtSERK4) (EC 2.7.10.1) (EC 2.7.11.1) (Protein BAK1-like 1) (AtBKK1) (Somatic embryogenesis receptor-like kinase 2)","SERK4 BKK1 At2g13790 F13J11.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",68635
"Somatic embryogenesis receptor kinase 5 (AtSERK5) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 5)","SERK5 At2g13800 F13J11.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",601
"Somatic embryogenesis receptor kinase 5 (AtSERK5) (EC 2.7.11.1) (Somatic embryogenesis receptor-like kinase 5)","SERK5 At2g13800 F13J11.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",66981
"Sorting nexin 1 (AtSNX1) (Vacuolar protein sorting-associated protein 5 homolog)","SNX1 VPS5 At5g06140 K16F4.11 MBL20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",402
"Sorting nexin 1 (AtSNX1) (Vacuolar protein sorting-associated protein 5 homolog)","SNX1 VPS5 At5g06140 K16F4.11 MBL20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",46523
"Sorting nexin 2A","SNX2A At5g58440 MQJ2.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",587
"Sorting nexin 2A","SNX2A At5g58440 MQJ2.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",65527
"Sorting nexin 2B","SNX2B At5g07120 T28J14_60","Arabidopsis thaliana (Mouse-ear cress)","mean_length",572
"Sorting nexin 2B","SNX2B At5g07120 T28J14_60","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",64282
"Sorting nexin-5","SNX5","Homo sapiens (Human)","mean_length",404
"Sorting nexin-5","SNX5","Homo sapiens (Human)","mean_mass",46816
"Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]","SNX6","Homo sapiens (Human)","mean_length",406
"Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]","SNX6","Homo sapiens (Human)","mean_mass",46649
"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)","SPTBN1 SPTB2","Homo sapiens (Human)","mean_length",2364
"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)","SPTBN1 SPTB2","Homo sapiens (Human)","mean_mass",274609
"Sperm-associated antigen 7","SPAG7","Homo sapiens (Human)","mean_length",227
"Sperm-associated antigen 7","SPAG7","Homo sapiens (Human)","mean_mass",26034
"Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)","SRM SPS1 SRML1","Homo sapiens (Human)","mean_length",302
"Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)","SRM SPS1 SRML1","Homo sapiens (Human)","mean_mass",33825
"Spermidine synthase 1 (SPDSY 1) (EC 2.5.1.16) (Putrescine aminopropyltransferase 1)","SPDSYN1 At1g23820 F5O8.38","Arabidopsis thaliana (Mouse-ear cress)","mean_length",334
"Spermidine synthase 1 (SPDSY 1) (EC 2.5.1.16) (Putrescine aminopropyltransferase 1)","SPDSYN1 At1g23820 F5O8.38","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36553
"Spermidine synthase 2 (SPDSY 2) (EC 2.5.1.16) (Putrescine aminopropyltransferase 2)","SPDSYN2 At1g70310 F17O7.16","Arabidopsis thaliana (Mouse-ear cress)","mean_length",340
"Spermidine synthase 2 (SPDSY 2) (EC 2.5.1.16) (Putrescine aminopropyltransferase 2)","SPDSYN2 At1g70310 F17O7.16","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",37140
"Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)","SPMS SPDS3 At5g53120 MFH8.5","Arabidopsis thaliana (Mouse-ear cress)","mean_length",359
"Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)","SPMS SPDS3 At5g53120 MFH8.5","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39239
"Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)","DDX39B BAT1 UAP56","Homo sapiens (Human)","mean_length",428
"Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)","DDX39B BAT1 UAP56","Homo sapiens (Human)","mean_mass",48991
"Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)","SF1 ZFM1 ZNF162","Homo sapiens (Human)","mean_length",639
"Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)","SF1 ZFM1 ZNF162","Homo sapiens (Human)","mean_mass",68330
"Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)","SF3A1 SAP114","Homo sapiens (Human)","mean_length",793
"Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)","SF3A1 SAP114","Homo sapiens (Human)","mean_mass",88886
"Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)","SF3A3 SAP61","Homo sapiens (Human)","mean_length",501
"Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)","SF3A3 SAP61","Homo sapiens (Human)","mean_mass",58849
"Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)","SF3B3 KIAA0017 SAP130","Homo sapiens (Human)","mean_length",1217
"Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)","SF3B3 KIAA0017 SAP130","Homo sapiens (Human)","mean_mass",135577
"Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)","SF3B4 SAP49","Homo sapiens (Human)","mean_length",424
"Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)","SF3B4 SAP49","Homo sapiens (Human)","mean_mass",44386
"Splicing factor 3B subunit 6-like protein (Pre-mRNA branch site p14-like protein)","At5g12190 MXC9_15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",124
"Splicing factor 3B subunit 6-like protein (Pre-mRNA branch site p14-like protein)","At5g12190 MXC9_15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",14383
"Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)","RBM17 SPF45","Homo sapiens (Human)","mean_length",401
"Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17)","RBM17 SPF45","Homo sapiens (Human)","mean_mass",44962
"Splicing factor Cactin","CTN At1g03910 F21M11.16","Arabidopsis thaliana (Mouse-ear cress)","mean_length",716
"Splicing factor Cactin","CTN At1g03910 F21M11.16","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",83434
"Splicing factor SF3a60 homolog (Protein ATROPOS) (Splicing factor ATO)","ATO At5g06160 MBL20.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",504
"Splicing factor SF3a60 homolog (Protein ATROPOS) (Splicing factor ATO)","ATO At5g06160 MBL20.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",58972
"Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)","U2AF2 U2AF65","Homo sapiens (Human)","mean_length",475
"Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)","U2AF2 U2AF65","Homo sapiens (Human)","mean_mass",53501
"Splicing factor U2af large subunit A (U2 auxiliary factor 65 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor large subunit A) (U2 snRNP auxiliary factor large subunit A)","U2AF65A At4g36690 C7A10.670","Arabidopsis thaliana (Mouse-ear cress)","mean_length",573
"Splicing factor U2af large subunit A (U2 auxiliary factor 65 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor large subunit A) (U2 snRNP auxiliary factor large subunit A)","U2AF65A At4g36690 C7A10.670","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",63551
"Splicing factor U2af small subunit A (U2 auxiliary factor 35 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit A) (U2 snRNP auxiliary factor small subunit A) (Zinc finger CCCH domain-containing protein 8) (AtC3H8)","U2AF35A AUSA At1g27650 T17H3.14 T22C5.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",296
"Splicing factor U2af small subunit A (U2 auxiliary factor 35 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit A) (U2 snRNP auxiliary factor small subunit A) (Zinc finger CCCH domain-containing protein 8) (AtC3H8)","U2AF35A AUSA At1g27650 T17H3.14 T22C5.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",34572
"Splicing factor U2af small subunit B (U2 auxiliary factor 35 kDa subunit B) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit B) (U2 snRNP auxiliary factor small subunit B) (Zinc finger CCCH domain-containing protein 60) (AtC3H60)","U2AF35B AUSB At5g42820 MJB21.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",283
"Splicing factor U2af small subunit B (U2 auxiliary factor 35 kDa subunit B) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit B) (U2 snRNP auxiliary factor small subunit B) (Zinc finger CCCH domain-containing protein 60) (AtC3H60)","U2AF35B AUSB At5g42820 MJB21.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",33232
"Squamosa promoter-binding-like protein 13A","SPL13A SPL13 At5g50570 MBA10.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",359
"Squamosa promoter-binding-like protein 13A","SPL13A SPL13 At5g50570 MBA10.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39108
"Squamosa promoter-binding-like protein 14 (Protein FUMONISIN B1-RESISTANT 6) (SPL1-related protein 2)","SPL14 FBR6 SPL1R2 At1g20980 F9H16.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1035
"Squamosa promoter-binding-like protein 14 (Protein FUMONISIN B1-RESISTANT 6) (SPL1-related protein 2)","SPL14 FBR6 SPL1R2 At1g20980 F9H16.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",114814
"Squamosa promoter-binding-like protein 15","SPL15 At3g57920 T10K17.130","Arabidopsis thaliana (Mouse-ear cress)","mean_length",354
"Squamosa promoter-binding-like protein 15","SPL15 At3g57920 T10K17.130","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39672
"Squamosa promoter-binding-like protein 6","SPL6 At1g69170 F23O10.24 F4N2.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",405
"Squamosa promoter-binding-like protein 6","SPL6 At1g69170 F23O10.24 F4N2.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",45953
"Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3 KIAA0156 TIP110","Homo sapiens (Human)","mean_length",963
"Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3 KIAA0156 TIP110","Homo sapiens (Human)","mean_mass",109935
"Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)","SND1 TDRD11","Homo sapiens (Human)","mean_length",910
"Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator)","SND1 TDRD11","Homo sapiens (Human)","mean_mass",101997
"Staphylococcal-like nuclease CAN1 (EC 3.1.31.-) (Calcium-dependent nuclease 1) (AtCAN1) (Ca(2+)-dependent nuclease 1)","CAN1 CAN At3g56170 F18O21.130","Arabidopsis thaliana (Mouse-ear cress)","mean_length",323
"Staphylococcal-like nuclease CAN1 (EC 3.1.31.-) (Calcium-dependent nuclease 1) (AtCAN1) (Ca(2+)-dependent nuclease 1)","CAN1 CAN At3g56170 F18O21.130","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36134
"Starch synthase 3, chloroplastic/amyloplastic (AtSS3) (EC 2.4.1.21) (Soluble starch synthase III)","SS3 At1g11720 F25C20.13","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1042
"Starch synthase 3, chloroplastic/amyloplastic (AtSS3) (EC 2.4.1.21) (Soluble starch synthase III)","SS3 At1g11720 F25C20.13","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",118512
"Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)","STMN1 C1orf215 LAP18 OP18","Homo sapiens (Human)","mean_length",149
"Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)","STMN1 C1orf215 LAP18 OP18","Homo sapiens (Human)","mean_mass",17303
"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)","NSDHL H105E3","Homo sapiens (Human)","mean_length",373
"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)","NSDHL H105E3","Homo sapiens (Human)","mean_mass",41900
"Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)","STIP1","Homo sapiens (Human)","mean_length",543
"Stress-induced-phosphoprotein 1 (STI1) (Hsc70/Hsp90-organizing protein) (Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)","STIP1","Homo sapiens (Human)","mean_mass",62639
"Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)","STRN3 GS2NA SG2NA","Homo sapiens (Human)","mean_length",797
"Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)","STRN3 GS2NA SG2NA","Homo sapiens (Human)","mean_mass",87209
"Striatin-interacting protein 1 (Protein FAM40A)","STRIP1 FAM40A KIAA1761","Homo sapiens (Human)","mean_length",837
"Striatin-interacting protein 1 (Protein FAM40A)","STRIP1 FAM40A KIAA1761","Homo sapiens (Human)","mean_mass",95576
"Strigolactone esterase D14 (EC 3.1.-.-) (Protein DWARF 14) (AtD14)","D14 At3g03990 T11I18.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",267
"Strigolactone esterase D14 (EC 3.1.-.-) (Protein DWARF 14) (AtD14)","D14 At3g03990 T11I18.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",29625
"Subtilisin-like protease SBT3 (EC 3.4.21.-) (LeSBT3) (SlSBT3) (Subtilase 3)","sbt3 Solyc01g087850","Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","mean_length",761
"Subtilisin-like protease SBT3 (EC 3.4.21.-) (LeSBT3) (SlSBT3) (Subtilase 3)","sbt3 Solyc01g087850","Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","mean_mass",82226
"Sucrose nonfermenting 4-like protein (SNF4) (CBS domain-containing protein CBSCBS3) (SNF1-related protein kinase regulatory subunit betagamma) (AKIN subunit betagamma) (AKINbetagamma)","SNF4 CBSCBS3 At1g09020 F7G19.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",487
"Sucrose nonfermenting 4-like protein (SNF4) (CBS domain-containing protein CBSCBS3) (SNF1-related protein kinase regulatory subunit betagamma) (AKIN subunit betagamma) (AKINbetagamma)","SNF4 CBSCBS3 At1g09020 F7G19.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",53466
"Sugar transport protein 2 (Hexose transporter 2)","STP2 At1g07340 F22G5.32","Arabidopsis thaliana (Mouse-ear cress)","mean_length",498
"Sugar transport protein 2 (Hexose transporter 2)","STP2 At1g07340 F22G5.32","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",55023
"Sulfate transporter 1.2","SULTR1;2 At1g78000 F28K19.22","Arabidopsis thaliana (Mouse-ear cress)","mean_length",653
"Sulfate transporter 1.2","SULTR1;2 At1g78000 F28K19.22","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",71707
"Superkiller complex protein 8 (Ski8) (Meiotic recombination REC14 protein homolog) (WD repeat-containing protein 61) [Cleaved into: Superkiller complex protein 8, N-terminally processed (WD repeat-containing protein 61, N-terminally processed)]","SKIC8 WDR61","Homo sapiens (Human)","mean_length",305
"Superkiller complex protein 8 (Ski8) (Meiotic recombination REC14 protein homolog) (WD repeat-containing protein 61) [Cleaved into: Superkiller complex protein 8, N-terminally processed (WD repeat-containing protein 61, N-terminally processed)]","SKIC8 WDR61","Homo sapiens (Human)","mean_mass",33581
"Superoxide dismutase [Fe] 2, chloroplastic (EC 1.15.1.1) (Protein ALBINO OR PALE GREEN 8) (Protein FE SUPEROXIDE DISMUTASE 2)","FSD2 APG8 At5g51100 MWD22.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",305
"Superoxide dismutase [Fe] 2, chloroplastic (EC 1.15.1.1) (Protein ALBINO OR PALE GREEN 8) (Protein FE SUPEROXIDE DISMUTASE 2)","FSD2 APG8 At5g51100 MWD22.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",34664
